index,x,y,z,maintype,celltype,leiden
x2_35_1_bc1108,-1.069387,10.947864,1.491022,Astrocytes,Astro,21
x2_35_1_bc1109,1.5497836,5.553517,-0.41014147,Interneurons,Int_Vip,14
x2_35_1_bc1110,-3.7081425,1.0548881,3.1955028,nan,nan,6
x2_35_1_bc1111,-4.032312,0.8932962,3.2187345,nan,nan,6
x2_35_1_bc1112,-4.2818975,0.86883897,3.1538644,nan,nan,6
x2_35_1_bc1113,-3.7341697,0.82390326,2.796765,nan,nan,6
x2_35_1_bc1114,-2.7981665,0.5402063,2.0819252,nan,nan,6
x2_35_1_bc1115,0.41233897,13.068209,2.7277322,Astrocytes,Astro,1
x2_35_1_bc1116,-1.0728209,6.8003354,6.0698924,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc1117,-0.97535443,0.63724625,10.97021,Oligodendrocytes,Olig_3,17
x2_35_1_bc1118,6.5436473,5.5388937,2.5389175,nan,nan,29
x2_35_1_bc1119,5.8822274,-0.3948503,7.407675,Oligodendrocytes,Olig_7,19
x2_35_1_bc1120,-3.8620152,0.9746501,2.78844,nan,nan,6
x2_35_1_bc1121,0.1827449,0.27975532,-1.7171867,nan,nan,25
x2_35_1_bc1122,5.0886464,2.5769706,7.922158,Oligodendrocytes,OPC_1,10
x2_35_1_bc1123,1.2265264,-2.3445797,10.9811735,Oligodendrocytes,Olig_2,13
x2_35_1_bc1124,-0.1153765,12.826733,2.1436214,Astrocytes,Astro,1
x2_35_1_bc1125,7.431034,6.831745,9.4748335,Macrophages,Macrophage,22
x2_35_1_bc1126,0.6708848,13.695577,4.333471,Astrocytes,Astro,1
x2_35_1_bc1127,-4.383366,0.8741957,3.238364,nan,nan,6
x2_35_1_bc1128,-4.062588,0.78181124,3.2954607,nan,nan,6
x2_35_1_bc1129,-1.3043883,12.828243,3.4680362,Astrocytes,Astro,1
x2_35_1_bc1130,5.55713,3.1422186,6.9016814,Oligodendrocytes,OPC_2,10
x2_35_1_bc1131,0.6344245,6.3994184,3.5325918,Endothelial_SmoothMuscle,SM_1,18
x2_35_1_bc1132,1.41097,-2.5951974,-2.5509443,Excitatory,ExcL4,3
x2_35_1_bc1133,-3.865091,0.7127763,2.7593322,nan,nan,6
x2_35_1_bc1134,0.7588409,-4.7803016,-1.337455,Excitatory,ExcL23,8
x2_35_1_bc1135,0.1825921,13.43226,3.6199975,Astrocytes,Astro,1
x2_35_1_bc1136,2.385769,-5.3574877,6.5998116,nan,nan,12
x2_35_1_bc1137,1.3657689,-1.0780942,12.07101,Oligodendrocytes,Olig_4,2
x2_35_1_bc1138,0.63126516,6.458125,3.8098106,nan,nan,18
x2_35_1_bc1139,-1.1145892,12.88678,4.2872252,Astrocytes,Astro,1
x2_35_1_bc1140,1.4738727,0.73234,12.232113,nan,nan,2
x2_35_1_bc1141,1.7647063,-2.535431,-1.4268668,nan,nan,3
x2_35_1_bc1142,1.0162568,-0.67504483,-2.6439772,nan,nan,9
x2_35_1_bc1143,-0.83531535,13.136005,3.9218512,Astrocytes,Astro,1
x2_35_1_bc1144,-0.56499517,13.32481,4.454793,Astrocytes,Astro,1
x2_35_1_bc1145,-0.32039052,13.103765,3.9057174,Astrocytes,Astro,1
x2_35_1_bc1146,1.88314,-3.2335203,-3.5592468,Excitatory,ExcL4,3
x2_35_1_bc1147,0.43582222,13.319107,3.2645738,Astrocytes,Astro,1
x2_35_1_bc1148,-3.9652445,0.9052583,2.7889318,nan,nan,6
x2_35_1_bc1149,1.4178501,5.5225153,-0.43174982,Interneurons,Int_Vip,14
x2_35_1_bc1150,0.7864629,13.952719,3.8103583,Astrocytes,Astro,1
x2_35_1_bc1151,1.8142346,0.032817934,11.850866,Oligodendrocytes,Olig_4,2
x2_35_1_bc1152,-4.1953874,0.7502795,3.4824452,nan,nan,6
x2_35_1_bc1153,6.2408524,1.8837711,1.5906806,nan,nan,20
x2_35_1_bc1154,1.2230223,1.9888477,-0.13909149,Excitatory,Sub,23
x2_35_1_bc1155,1.0283486,-1.4942887,-3.0638518,nan,nan,9
x2_35_1_bc1156,-0.53147465,2.5552402,8.842906,nan,nan,32
x2_35_1_bc1157,5.9666953,-0.8047863,7.2599516,Oligodendrocytes,Olig_7,19
x2_35_1_bc1158,5.6286535,3.1936638,8.75748,Oligodendrocytes,OPC_1,10
x2_35_1_bc1159,-4.1504493,0.71566904,3.314288,nan,nan,6
x2_35_1_bc1160,-3.7541952,0.9809521,2.6574712,nan,nan,6
x2_35_1_bc1161,-3.6012802,0.70770574,3.005854,nan,nan,6
x2_35_1_bc1162,1.4918662,-2.570766,-4.05475,Excitatory,ExcL4,3
x2_35_1_bc1163,3.5863674,0.26783818,8.032633,nan,nan,17
x2_35_1_bc1164,0.54763806,-1.4558667,-1.0276409,Excitatory,RSP,3
x2_35_1_bc1165,-1.5117095,-1.4816889,-1.8883195,Excitatory,ExcL23,11
x2_35_1_bc1166,-4.002877,0.81267905,3.405702,nan,nan,6
x2_35_1_bc1167,-3.7437181,1.1721162,3.2176788,nan,nan,6
x2_35_1_bc1168,-3.4571307,0.7704123,3.8068206,nan,nan,6
x2_35_1_bc1169,1.1583322,6.1355247,3.562197,nan,nan,18
x2_35_1_bc1170,-3.4067783,0.6998629,4.3718824,nan,nan,6
x2_35_1_bc1172,4.383994,-1.1665965,9.94848,nan,nan,28
x2_35_1_bc1173,4.6073885,2.3928137,7.150262,nan,nan,10
x2_35_1_bc1174,-3.8758247,0.8147846,2.4496548,nan,nan,6
x2_35_1_bc1175,1.064979,-2.3527224,-3.3817098,Excitatory,ExcL4,3
x2_35_1_bc1176,5.375538,2.4131055,8.348526,Oligodendrocytes,OPC_1,10
x2_35_1_bc1177,-0.7580335,-2.949819,-3.3801365,nan,nan,7
x2_35_1_bc1178,-1.7048526,0.7926799,11.101953,Oligodendrocytes,Olig_3,17
x2_35_1_bc1179,-2.0836537,0.69620854,11.098289,Oligodendrocytes,Olig_3,17
x2_35_1_bc1180,-3.3152676,1.913657,3.3920348,nan,nan,6
x2_35_1_bc1181,-0.13294266,10.933244,3.0393562,nan,nan,1
x2_35_1_bc1182,1.6258934,0.34944585,12.470766,Oligodendrocytes,Olig_4,2
x2_35_1_bc1183,5.2966514,3.3153362,8.04054,Oligodendrocytes,OPC_1,10
x2_35_1_bc1184,-0.04702891,2.5504081,2.7824476,nan,nan,31
x2_35_1_bc1185,-0.29390407,13.23469,2.9918714,Astrocytes,Astro,1
x2_35_1_bc1186,-3.1224632,0.63111264,2.710674,nan,nan,6
x2_35_1_bc1187,11.2172,4.130333,1.7517593,Microglia,Micro_2,0
x2_35_1_bc1188,0.26503393,13.657147,3.984952,Astrocytes,Astro,1
x2_35_1_bc1189,-0.89166284,6.1358805,4.531731,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc1190,0.92887706,0.61799073,12.397454,Oligodendrocytes,Olig_4,2
x2_35_1_bc1191,-3.793471,1.0205451,2.6369803,nan,nan,6
x2_35_1_bc1192,6.1248245,1.8710777,1.6005694,nan,nan,20
x2_35_1_bc1193,-1.144593,12.72784,4.3102784,Astrocytes,Astro,1
x2_35_1_bc1194,-2.7663605,2.3614116,3.7747831,nan,nan,6
x2_35_1_bc1195,-1.4216716,6.6057653,4.3038545,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc1196,-4.196741,0.5793125,3.244353,nan,nan,6
x2_35_1_bc1197,-3.729922,0.8394595,2.3810868,nan,nan,6
x2_35_1_bc1198,-0.6023886,13.375989,2.9704592,Astrocytes,Astro,1
x2_35_1_bc1199,-0.18125984,12.290435,2.4699268,nan,nan,1
x2_35_1_bc1200,-0.6441409,13.39177,4.424976,Astrocytes,Astro,1
x2_35_1_bc1201,-4.09921,1.0311611,2.5438912,nan,nan,6
x2_35_1_bc1202,-3.1152444,0.55891174,1.7214546,nan,nan,6
x2_35_1_bc1203,-3.6674383,0.8081203,2.6632662,nan,nan,6
x2_35_1_bc1204,10.497124,3.5449889,1.1215631,Microglia,Micro_2,0
x2_35_1_bc1205,-4.2320757,0.833159,3.21173,nan,nan,6
x2_35_1_bc1206,-3.397765,0.884003,2.3044467,nan,nan,6
x2_35_1_bc1207,-1.3247765,12.145985,3.166918,Astrocytes,Astro,1
x2_35_1_bc1208,-1.0173727,12.817688,4.392002,Astrocytes,Astro,1
x2_35_1_bc1209,-0.68042076,13.682175,3.1879158,Astrocytes,Astro,1
x2_35_1_bc1210,0.14436167,11.367008,4.0046153,nan,nan,1
x2_35_1_bc1211,-3.714721,0.73354566,3.2000005,nan,nan,6
x2_35_1_bc1212,5.8786054,2.9913428,8.519766,Oligodendrocytes,OPC_1,10
x2_35_1_bc1213,-0.031614438,13.043193,2.6141968,Astrocytes,Astro,1
x2_35_1_bc1214,1.6592077,13.286798,3.4230454,Astrocytes,Astro,1
x2_35_1_bc1215,-3.3926542,0.7856097,2.2577407,nan,nan,6
x2_35_1_bc1216,-1.3781136,6.953892,5.304772,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc1217,10.372857,2.2004657,1.5524832,Microglia,Micro_2,0
x2_35_1_bc1218,-0.23579234,13.543171,4.5358176,Astrocytes,Astro,1
x2_35_1_bc1219,9.851842,3.565857,0.437876,nan,nan,0
x2_35_1_bc1220,-4.030752,0.7644102,3.3447826,nan,nan,6
x2_35_1_bc1221,-2.7829401,0.5728032,1.9143748,nan,nan,6
x2_35_1_bc1222,-3.5321968,0.8350338,2.3841023,nan,nan,6
x2_35_1_bc1223,-0.1797077,13.017453,4.0797462,Astrocytes,Astro,1
x2_35_1_bc1224,5.0787425,3.1669862,8.089536,Oligodendrocytes,OPC_1,10
x2_35_1_bc1225,0.5836837,13.189798,2.4155354,Astrocytes,Astro,1
x2_35_1_bc1226,-3.795369,0.69537765,3.0916977,nan,nan,6
x2_35_1_bc1227,9.646208,1.7078453,2.8543594,nan,nan,0
x2_35_1_bc1228,1.3032334,-1.7513868,11.411916,Oligodendrocytes,Olig_2,13
x2_35_1_bc1229,-3.9976285,0.4195646,3.155802,nan,nan,6
x2_35_1_bc1230,-6.3270893,4.4030075,-0.86979467,nan,nan,30
x2_35_1_bc1231,-0.84769106,12.185323,2.4557831,Astrocytes,Astro,1
x2_35_1_bc1232,-3.3623738,0.9191242,2.4247313,nan,nan,6
x2_35_1_bc1233,-3.8862443,1.0635858,2.8547637,nan,nan,6
x2_35_1_bc1234,1.3681285,0.21287909,12.592634,Oligodendrocytes,Olig_4,2
x2_35_1_bc1235,-3.8843737,1.3161168,3.0918567,nan,nan,6
x2_35_1_bc1236,-1.4448112,6.5066485,5.881365,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc1237,0.7170046,-2.1138434,-1.8614984,nan,nan,3
x2_35_1_bc1238,-0.24432585,13.030344,4.412141,Astrocytes,Astro,1
x2_35_1_bc1239,4.3070455,3.0519128,7.642776,nan,nan,10
x2_35_1_bc1240,0.20177291,14.152002,4.1843057,Astrocytes,Astro,1
x2_35_1_bc1241,0.268197,-3.0109918,-0.43629566,nan,nan,8
x2_35_1_bc1242,11.237219,3.038481,1.5027136,Microglia,Micro_2,0
x2_35_1_bc1243,-1.2410257,6.7808137,5.7181797,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc1244,10.121572,3.801923,0.60172445,Microglia,Micro_2,0
x2_35_1_bc1245,10.289304,3.5772486,0.31798285,Microglia,Micro_2,0
x2_35_1_bc1246,1.2394664,13.839577,3.2176867,Astrocytes,Astro,1
x2_35_1_bc1247,-3.9648476,0.8570741,3.0847845,nan,nan,6
x2_35_1_bc1248,10.375517,1.1028463,2.9030483,Microglia,Micro_1,0
x2_35_1_bc1249,-4.1520224,1.034304,3.2584178,nan,nan,6
x2_35_1_bc1250,1.5185423,0.7418784,12.320178,Oligodendrocytes,Olig_4,2
x2_35_1_bc1251,1.8923386,-0.8975904,11.912487,nan,nan,2
x2_35_1_bc1252,-3.4788792,0.89120144,2.8995368,nan,nan,6
x2_35_1_bc1253,-3.8737462,1.0236231,2.9592385,nan,nan,6
x2_35_1_bc1254,1.1160408,-2.0845196,0.49454045,nan,nan,8
x2_35_1_bc1255,0.22412927,13.617861,2.3274589,Astrocytes,Astro,1
x2_35_1_bc1256,0.74142116,5.9717474,4.1220307,nan,nan,18
x2_35_1_bc1257,-3.933658,0.70512015,3.0199018,nan,nan,6
x2_35_1_bc1258,-3.3881593,0.66110766,2.2381876,nan,nan,6
x2_35_1_bc1259,-3.3250585,1.9125031,3.6363344,nan,nan,6
x2_35_1_bc1260,-0.27911916,13.415754,4.439716,Astrocytes,Astro,1
x2_35_1_bc1261,-0.92763495,13.483598,4.622861,Astrocytes,Astro,1
x2_35_1_bc1262,-4.1050425,0.65912324,3.315101,nan,nan,6
x2_35_1_bc1263,-3.8844967,0.7091957,2.5768697,nan,nan,6
x2_35_1_bc1264,5.9492025,-1.3776269,7.0811043,Oligodendrocytes,Olig_7,19
x2_35_1_bc1265,-0.80998886,11.746262,3.6222575,Astrocytes,Astro,1
x2_35_1_bc1266,-1.6607491,0.9382065,11.191718,Oligodendrocytes,Olig_3,17
x2_35_1_bc1267,-4.114397,0.7221048,3.3353038,nan,nan,6
x2_35_1_bc1268,-0.70184445,12.970825,4.4332643,Astrocytes,Astro,1
x2_35_1_bc1269,1.2338021,-2.5126517,-3.5446074,Excitatory,ExcL4,3
x2_35_1_bc1270,1.349167,13.374399,3.1369069,Astrocytes,Astro,1
x2_35_1_bc1271,-3.5934417,1.0563103,3.2093039,nan,nan,6
x2_35_1_bc1272,-3.4635174,1.0378803,2.5618427,nan,nan,6
x2_35_1_bc1273,-3.485504,0.7546042,3.095401,nan,nan,6
x2_35_1_bc1274,1.591337,0.18934067,12.549505,Oligodendrocytes,Olig_4,2
x2_35_1_bc1275,6.161713,-1.3143921,7.1712413,Oligodendrocytes,Olig_7,19
x2_35_1_bc1276,0.59590024,10.439864,4.494261,nan,nan,19
x2_35_1_bc1277,0.111481585,13.835935,4.345094,Astrocytes,Astro,1
x2_35_1_bc1278,9.116561,3.0225246,3.5159028,nan,nan,0
x2_35_1_bc1279,0.51893073,10.82723,4.3505955,nan,nan,19
x2_35_1_bc1280,-1.3415622,13.271291,3.4200532,Astrocytes,Astro,1
x2_35_1_bc1281,-3.7032309,1.0040537,2.641855,nan,nan,6
x2_35_1_bc1282,-3.8428078,1.4178934,3.1978636,nan,nan,6
x2_35_1_bc1283,-3.9415565,0.92407435,2.6973588,nan,nan,6
x2_35_1_bc1284,1.2290533,-2.1890154,-1.2111682,Excitatory,RSP,3
x2_35_1_bc1285,-1.9867218,0.58492845,11.02084,Oligodendrocytes,Olig_3,17
x2_35_1_bc1286,-3.8414118,0.6719523,3.3727202,nan,nan,6
x2_35_1_bc1287,-3.8049076,1.0445613,3.2093945,nan,nan,6
x2_35_1_bc1288,0.7731289,0.89955056,12.427425,Oligodendrocytes,Olig_4,2
x2_35_1_bc1289,-0.7020179,13.178954,3.7192588,Astrocytes,Astro,1
x2_35_1_bc1290,1.6564608,0.6753771,12.895735,Oligodendrocytes,Olig_4,2
x2_35_1_bc1291,3.80512,-1.2592367,10.04818,nan,nan,28
x2_35_1_bc1292,-0.18118201,12.963108,4.608988,Astrocytes,Astro,1
x2_35_1_bc1293,-4.204544,0.8387481,3.105848,nan,nan,6
x2_35_1_bc1294,-3.975542,0.8128597,3.211147,nan,nan,6
x2_35_1_bc1295,-3.849763,0.9569582,3.1424232,nan,nan,6
x2_35_1_bc1296,9.523744,3.2600381,2.3410137,Microglia,Micro_2,0
x2_35_1_bc1297,0.9727358,6.3821063,3.3230178,Endothelial_SmoothMuscle,SM_1,18
x2_35_1_bc1298,10.78142,1.8651018,2.5755413,Microglia,Micro_1,0
x2_35_1_bc1299,-3.7335134,0.7638647,2.6717951,nan,nan,6
x2_35_1_bc1300,-0.22538437,8.648667,3.8896787,nan,nan,34
x2_35_1_bc1301,-0.82505286,6.376367,6.571022,nan,nan,4
x2_35_1_bc1302,0.5987851,12.450967,3.8740485,Astrocytes,Astro,1
x2_35_1_bc1303,-3.9786086,0.8397035,2.425705,nan,nan,6
x2_35_1_bc1304,5.9204497,-1.5246525,7.08912,Oligodendrocytes,Olig_7,19
x2_35_1_bc1305,-3.6788254,0.7682153,2.5677402,nan,nan,6
x2_35_1_bc1306,-3.9833446,0.90112615,3.391973,nan,nan,6
x2_35_1_bc1307,11.44489,2.8240259,2.2958071,Microglia,Micro_2,0
x2_35_1_bc1308,1.0648768,13.506177,3.6158316,Astrocytes,Astro,1
x2_35_1_bc1309,-0.14537096,12.804534,4.1067367,Astrocytes,Astro,1
x2_35_1_bc1310,1.5999535,13.661155,3.6345606,Astrocytes,Astro,1
x2_35_1_bc1311,-1.2732846,6.8519588,4.894645,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc1312,1.028878,13.333887,4.161088,Astrocytes,Astro,1
x2_35_1_bc1313,1.7594435,-2.4572842,-3.265491,Excitatory,ExcL4,3
x2_35_1_bc1314,-3.680522,0.82788277,2.4810224,nan,nan,6
x2_35_1_bc1315,11.071966,3.076941,0.5263005,Microglia,Micro_2,0
x2_35_1_bc1316,1.2263621,6.0157776,3.4545312,Endothelial_SmoothMuscle,SM_1,18
x2_35_1_bc1317,-4.242829,0.7494361,3.4301977,nan,nan,6
x2_35_1_bc1318,11.144344,1.5107623,1.9341614,nan,nan,0
x2_35_1_bc1319,-3.752765,1.4597098,3.1452034,nan,nan,6
x2_35_1_bc1320,0.28357592,13.885249,4.354028,Astrocytes,Astro,1
x2_35_1_bc1321,-3.789369,0.84073484,3.0998743,nan,nan,6
x2_35_1_bc1322,-3.6491318,0.89818037,3.2323751,nan,nan,6
x2_35_1_bc1323,0.67154694,-3.8687296,-0.30534667,Excitatory,ExcL5_1,8
x2_35_1_bc1324,-0.9646146,11.00371,1.5692002,Astrocytes,Astro,21
x2_35_1_bc1325,-3.755934,0.7041281,2.823793,nan,nan,6
x2_35_1_bc1326,-3.676751,0.67647904,2.9810266,nan,nan,6
x2_35_1_bc1327,0.6402391,0.7448245,12.583641,Oligodendrocytes,Olig_4,2
x2_35_1_bc1328,0.95158494,0.86731195,12.80806,Oligodendrocytes,Olig_4,2
x2_35_1_bc1329,-0.0029771763,-1.1627065,-0.5509798,Excitatory,RSP,8
x2_35_1_bc1330,-4.1307726,0.8013801,2.5406864,nan,nan,6
x2_35_1_bc1331,-1.7383431,0.7848707,11.442367,Oligodendrocytes,Olig_3,17
x2_35_1_bc1332,-0.2672378,-1.7289563,-2.878441,nan,nan,11
x2_35_1_bc1333,7.3936105,6.9778905,9.5806055,Macrophages,Macrophage,22
x2_35_1_bc1334,0.784706,6.5383406,4.1085734,nan,nan,18
x2_35_1_bc1335,5.7599754,2.1028016,8.073239,Oligodendrocytes,OPC_1,10
x2_35_1_bc1336,-4.0056715,0.545065,3.248014,nan,nan,6
x2_35_1_bc1337,5.856868,3.3179882,8.204691,Oligodendrocytes,OPC_1,10
x2_35_1_bc1338,-3.6991575,0.7147632,2.7176082,nan,nan,6
x2_35_1_bc1339,-3.5308313,0.9643787,2.2127886,nan,nan,6
x2_35_1_bc1340,5.65512,2.4918947,8.827619,Oligodendrocytes,OPC_1,10
x2_35_1_bc1341,1.8176861,-2.5234437,-2.5086384,Excitatory,ExcL4,3
x2_35_1_bc1342,-3.590842,0.8161629,2.1680093,nan,nan,6
x2_35_1_bc1343,10.579518,2.4631696,1.3235437,Microglia,Micro_2,0
x2_35_1_bc1344,-3.9129841,0.77804226,3.5408044,nan,nan,6
x2_35_1_bc1345,-4.05959,0.82437694,3.414141,nan,nan,6
x2_35_1_bc1346,-3.4713795,0.8788197,2.3958406,nan,nan,6
x2_35_1_bc1347,10.300575,2.605105,1.9727088,nan,nan,0
x2_35_1_bc1348,-4.0348434,0.7142478,3.3394375,nan,nan,6
x2_35_1_bc1349,-4.1730785,1.0730871,3.0282915,nan,nan,6
x2_35_1_bc1350,10.897533,3.989849,1.4406387,Microglia,Micro_2,0
x2_35_1_bc1351,5.802582,-2.1902504,7.06284,Oligodendrocytes,Olig_7,19
x2_35_1_bc1352,-3.4027987,0.9440262,2.5218847,nan,nan,6
x2_35_1_bc1353,4.9194465,2.897299,8.109838,nan,nan,10
x2_35_1_bc1354,-3.606216,1.0113384,2.2894268,nan,nan,6
x2_35_1_bc1355,10.11413,4.1786747,0.6479386,Microglia,Micro_2,0
x2_35_1_bc1356,-0.7325304,13.081558,3.575622,Astrocytes,Astro,1
x2_35_1_bc1357,-3.6922362,1.1595931,3.1748908,nan,nan,6
x2_35_1_bc1358,0.6093935,13.548523,3.934953,Astrocytes,Astro,1
x2_35_1_bc1359,-3.6330054,0.85005474,2.361245,nan,nan,6
x2_35_1_bc1360,-0.13940258,-1.139269,-2.1306305,nan,nan,11
x2_35_1_bc1361,0.35801658,13.4541025,4.095856,Astrocytes,Astro,1
x2_35_1_bc1362,-4.194984,0.7481451,3.3926866,nan,nan,6
x2_35_1_bc1363,-0.15170613,11.052205,3.2033703,nan,nan,1
x2_35_1_bc1364,1.8759644,-3.47035,-3.1191263,nan,nan,3
x2_35_1_bc1365,9.32098,2.5433996,1.5900574,Microglia,Micro_2,0
x2_35_1_bc1366,-0.74746805,13.375351,3.9388826,Astrocytes,Astro,1
x2_35_1_bc1367,0.5144469,13.797339,3.1610937,Astrocytes,Astro,1
x2_35_1_bc1368,-3.7293022,1.2177677,3.0836155,nan,nan,6
x2_35_1_bc1369,0.22266631,13.740345,3.517355,Astrocytes,Astro,1
x2_35_1_bc1370,0.045441855,11.655107,3.2448924,nan,nan,1
x2_35_1_bc1371,0.56019616,6.5923266,5.0074368,Endothelial_SmoothMuscle,SM_2,18
x2_35_1_bc1372,-3.8379085,1.140289,2.8668263,nan,nan,6
x2_35_1_bc1373,-0.7764025,13.555635,4.46062,Astrocytes,Astro,1
x2_35_1_bc1374,-4.1298437,0.8390024,3.0264027,nan,nan,6
x2_35_1_bc1375,9.147652,3.296323,1.6855642,nan,nan,0
x2_35_1_bc1376,2.8989837,0.07814525,8.320969,nan,nan,17
x2_35_1_bc1377,-4.2832394,0.834697,3.374681,nan,nan,6
x2_35_1_bc1378,-3.7181892,0.8818455,2.6510003,nan,nan,6
x2_35_1_bc1379,1.2659146,-2.628654,10.727686,Oligodendrocytes,Olig_2,13
x2_35_1_bc1380,1.1257471,0.8634422,12.738504,Oligodendrocytes,Olig_4,2
x2_35_1_bc1381,0.06908087,12.627893,4.2228384,Astrocytes,Astro,1
x2_35_1_bc1382,-0.6486253,13.045185,3.1766346,Astrocytes,Astro,1
x2_35_1_bc1383,1.6661177,13.48302,3.806614,Astrocytes,Astro,1
x2_35_1_bc1384,-0.9285971,6.3539615,5.143788,nan,nan,4
x2_35_1_bc1385,-3.3629785,0.7229518,2.0249565,nan,nan,6
x2_35_1_bc1386,-3.7747552,0.80469805,2.5526829,nan,nan,6
x2_35_1_bc1387,-0.014339211,13.451147,2.4102886,Astrocytes,Astro,1
x2_35_1_bc1388,1.2156751,-3.0213182,10.742885,Oligodendrocytes,Olig_2,13
x2_35_1_bc1389,-3.80541,0.9290623,3.5621898,nan,nan,6
x2_35_1_bc1390,-3.5451891,1.0796609,2.5590403,nan,nan,6
x2_35_1_bc1391,1.1002767,4.8085556,5.367585,nan,nan,33
x2_35_1_bc1392,-6.757074,6.1349,2.502239,Mural,Pericyte,15
x2_35_1_bc1393,-0.9087022,0.58690685,11.788473,Oligodendrocytes,Olig_4,17
x2_35_1_bc1394,0.19432893,13.201796,4.1280212,Astrocytes,Astro,1
x2_35_1_bc1395,-4.1993685,0.5446475,3.249395,nan,nan,6
x2_35_1_bc1396,-0.8046402,13.151661,4.0446978,Astrocytes,Astro,1
x2_35_1_bc1397,-0.023419997,13.457207,2.8359883,Astrocytes,Astro,1
x2_35_1_bc1398,-3.9521182,0.9919981,3.3203905,nan,nan,6
x2_35_1_bc1399,-0.49787334,13.098243,3.8081522,Astrocytes,Astro,1
x2_35_1_bc1400,-0.64612293,13.819914,4.2510824,Astrocytes,Astro,1
x2_35_1_bc1401,-3.7876232,0.50063074,3.388884,nan,nan,6
x2_35_1_bc1403,7.429024,6.9261723,9.322088,Macrophages,Macrophage,22
x2_35_1_bc1404,0.32703254,13.943462,3.0314162,Astrocytes,Astro,1
x2_35_1_bc1405,-3.787946,0.61477095,3.5758488,nan,nan,6
x2_35_1_bc1406,-3.9853384,0.96123385,2.9090376,nan,nan,6
x2_35_1_bc1407,0.58970296,-2.4719942,-0.17846912,nan,nan,8
x2_35_1_bc1408,-3.888871,0.8561659,3.2808247,nan,nan,6
x2_35_1_bc1409,-1.9427973,11.002331,3.4355562,Astrocytes,Astro,21
x2_35_1_bc1410,-4.257616,0.8350558,3.285714,nan,nan,6
x2_35_1_bc1411,1.168864,0.77764386,12.865295,Oligodendrocytes,Olig_4,2
x2_35_1_bc1412,1.3735708,0.6717671,13.057508,Oligodendrocytes,Olig_4,2
x2_35_1_bc1413,-4.1675067,0.85911834,2.7629893,nan,nan,6
x2_35_1_bc1414,-1.1691434,6.6054354,5.990578,Endothelial_SmoothMuscle,Endo_1,4
x2_35_1_bc1415,0.92780113,13.059015,2.6884809,Astrocytes,Astro,1
x2_35_1_bc1416,0.8792402,-0.009970961,-2.2417989,Excitatory,ExcL5_3,9
x2_35_1_bc1417,-4.0394554,0.808683,3.3282995,nan,nan,6
x2_35_1_bc1418,0.16054857,13.4486265,4.4796243,Astrocytes,Astro,1
x2_35_1_bc1419,-3.5517626,0.77209663,2.2117808,nan,nan,6
x2_35_1_bc1420,-3.808196,0.7805428,3.5884492,nan,nan,6
x2_35_1_bc1421,0.032047983,12.706788,2.5178668,Astrocytes,Astro,1
x2_35_1_bc1422,-3.4121318,1.1363369,3.1742287,nan,nan,6
x2_35_1_bc1423,-3.7922513,1.0939969,3.2771235,nan,nan,6
x2_35_1_bc1424,-3.8099337,0.7892781,2.5091841,nan,nan,6
x2_35_1_bc1425,5.297185,3.0385256,8.2299385,Oligodendrocytes,OPC_1,10
x2_35_1_bc1426,0.8790275,13.675141,3.9022384,Astrocytes,Astro,1
x2_35_1_bc1427,6.6433153,5.459975,2.5458007,nan,nan,29
x2_35_1_bc1428,-0.71110886,13.231757,3.8958027,Astrocytes,Astro,1
x2_35_1_bc1429,5.6202087,2.8706625,8.438294,Oligodendrocytes,OPC_1,10
x2_35_1_bc1430,1.6891044,-1.2270814,11.482444,nan,nan,2
x2_35_1_bc1431,0.34262055,13.682213,3.8356595,Astrocytes,Astro,1
x2_35_1_bc1432,-0.5507842,-3.2568183,-3.569844,nan,nan,7
x2_35_1_bc1433,-3.8115783,1.1733954,3.3089502,nan,nan,6
x2_35_1_bc1434,1.1385263,-2.6895962,10.711467,Oligodendrocytes,Olig_2,13
x2_35_1_bc1435,5.5174947,3.3396022,8.949094,Oligodendrocytes,OPC_1,10
x2_35_1_bc1437,-3.9201562,1.2694962,3.0070043,nan,nan,6
x2_35_1_bc1438,0.047641102,13.931722,2.7881217,Astrocytes,Astro,1
x2_35_1_bc1439,-0.4414004,-1.8171043,-0.52956516,nan,nan,8
x2_35_1_bc1440,6.2580566,6.0176396,2.608472,nan,nan,29
x2_35_1_bc1441,5.457501,3.4102178,8.328683,Oligodendrocytes,OPC_1,10
x2_35_1_bc1442,1.2596352,13.518474,3.383379,Astrocytes,Astro,1
x2_35_1_bc1443,0.2630131,0.53373677,11.750872,Oligodendrocytes,Olig_4,2
x2_35_1_bc1444,9.883145,1.9745715,1.8399158,Microglia,Micro_2,0
x2_35_1_bc1445,0.93280774,13.2743,3.910753,Astrocytes,Astro,1
x2_35_1_bc1446,-0.8788292,13.013374,3.6896017,Astrocytes,Astro,1
x2_35_1_bc1447,-3.9557495,1.0785468,2.79896,nan,nan,6
